,Capacitive axis,,,Inductive axis,,,,,,MHWP_v2,,,,Temperature (K),
165,0.965392,0.0243873,0.0102205,0.967551,0.00482499,0.0276241,189.39457,-21.88316,,,,,,290,45
166,0.966361,0.0235719,0.0100669,0.969415,0.00369038,0.0268948,189.95375,-21.375647,,,,,,290,45
167,0.967744,0.0223885,0.00986802,0.970904,0.00293701,0.0261589,190.52077,-20.889273,,,,,,290,45
168,0.969463,0.0209152,0.00962228,0.971803,0.00278324,0.0254142,191.09196,-20.42574,,,,,,290,45
169,0.971432,0.0192395,0.00932813,0.971916,0.00342274,0.0246608,191.6625,-19.987,,,,,,290,45
170,0.973564,0.0174516,0.008984,0.971093,0.0050064,0.0239011,192.22672,-19.575064,,,,,,290,45
171,0.975267,0.0157216,0.00901182,0.968904,0.00769743,0.0233981,192.67581,-19.263299,,,,,,290,45
172,0.976879,0.0140573,0.00906339,0.96559,0.01149,0.0229197,193.08644,-18.989522,,,,,,290,45
173,0.978343,0.0125188,0.00913796,0.961202,0.0163347,0.0224635,193.4523,-18.75438,,,,,,290,45
174,0.979617,0.0111479,0.00923494,0.955861,0.0221097,0.0220292,193.76777,-18.558048,,,,,,290,45
175,0.980681,0.00996517,0.0093543,0.949753,0.0286304,0.0216168,194.02844,-18.400224,,,,,,290,45
176,0.981533,0.00897105,0.00949555,0.943107,0.0356648,0.0212279,194.23122,-18.280103,,,,,,290,45
177,0.982194,0.00814738,0.00965867,0.936184,0.0429514,0.0208651,194.37456,-18.19643,,,,,,290,45
178,0.982695,0.00746135,0.00984396,0.929251,0.0502178,0.0205308,194.45841,-18.147664,,,,,,290,45
179,0.983078,0.00687058,0.0100511,0.922573,0.0571987,0.0202281,194.48422,-18.131964,,,,,,290,45
180,0.983391,0.00632893,0.0102801,0.916389,0.063651,0.0199602,194.45476,-18.147268,,,,,,290,45
181,0.983752,0.00580018,0.0104482,0.911139,0.0693418,0.0195196,194.47161,-18.133998,,,,,,290,45
182,0.984124,0.00524653,0.010629,0.906758,0.0741378,0.0191044,194.45968,-18.136821,,,,,,290,45
183,0.984532,0.00464357,0.0108248,0.903359,0.0779233,0.0187182,194.4242,-18.153021,,,,,,290,45
184,0.98498,0.00398257,0.0110373,0.901006,0.0806317,0.018362,194.37077,-18.17981,,,,,,290,45
185,0.98546,0.00327239,0.0112677,0.899719,0.0822456,0.0180354,194.30513,-18.214343,,,,,,290,45
186,0.985942,0.00253986,0.0115177,0.89947,0.0827943,0.0177358,194.23296,-18.253765,,,,,,290,45
187,0.986384,0.00182816,0.0117879,0.90019,0.0823504,0.0174597,194.15972,-18.295257,,,,,,290,45
188,0.986728,0.00119352,0.0120782,0.901773,0.0810243,0.0172025,194.09045,-18.336119,,,,,,290,45
189,0.986911,0.000700362,0.0123884,0.904085,0.0789569,0.0169581,194.0297,-18.373708,,,,,,290,45
190,0.986868,0.00041527,0.0127171,0.906967,0.076312,0.0167213,193.98135,-18.405659,,,,,,290,45
191,0.986722,0.000402452,0.0128753,0.910088,0.0732378,0.0166744,193.91405,-18.449647,,,,,,290,45
192,0.986286,0.000705909,0.013008,0.913431,0.0699215,0.0166478,193.85796,-18.488375,,,,,,290,45
193,0.985529,0.00135803,0.0131128,0.916837,0.0665278,0.0166349,193.81437,-18.520785,,,,,,290,45
194,0.984443,0.00236887,0.0131876,0.920168,0.063202,0.01663,193.78374,-18.546272,,,,,,290,45
195,0.983046,0.00372296,0.0132313,0.92331,0.0600614,0.0166283,193.76574,-18.564701,,,,,,290,45
196,0.981378,0.00537818,0.0132434,0.926186,0.0571885,0.0166256,193.75928,-18.576414,,,,,,290,45
197,0.979508,0.00726707,0.0132248,0.928754,0.0546273,0.0166191,193.76273,-18.582098,,,,,,290,45
198,0.977523,0.00930034,0.0131768,0.93101,0.0523828,0.0166068,193.77395,-18.582767,,,,,,290,45
199,0.975525,0.0113724,0.0131024,0.93299,0.0504232,0.0165872,193.79049,-18.579586,,,,,,290,45
200,0.973627,0.0133682,0.013005,0.934754,0.0486859,0.0165602,193.80977,-18.573837,,,,,,290,45
201,0.972343,0.0150734,0.0125832,0.936604,0.0472579,0.0161381,193.79674,-18.585339,,,,,,290,45
202,0.971467,0.0164299,0.0121033,0.938428,0.0459117,0.0156604,193.77387,-18.601167,,,,,,290,45
203,0.971088,0.0173405,0.0115713,0.940325,0.0445411,0.0151338,193.73812,-18.623017,,,,,,290,45
204,0.971273,0.0177342,0.0109926,0.942391,0.0430437,0.0145654,193.6867,-18.652496,,,,,,290,45
205,0.972056,0.0175739,0.0103703,0.944708,0.04133,0.0139618,193.61709,-18.691181,,,,,,290,45
206,0.973433,0.0168618,0.00970542,0.94734,0.0393307,0.0133296,193.52726,-18.740558,,,,,,290,45
207,0.975361,0.0156425,0.00899683,0.950321,0.0370033,0.0126752,193.41565,-18.80205,,,,,,290,45
208,0.977754,0.0140045,0.00824122,0.953661,0.0343354,0.012004,193.28132,-18.876946,,,,,,290,45
209,0.980489,0.0120777,0.00743345,0.957332,0.0313466,0.0113219,193.12397,-18.966371,,,,,,290,45
210,0.983404,0.0100288,0.00656691,0.961278,0.028088,0.0106335,192.94394,-19.071242,,,,,,290,45
211,0.985494,0.00816819,0.00633737,0.96505,0.024603,0.0103469,192.83587,-19.132157,,,,,,290,45
212,0.987276,0.00655312,0.00617122,0.968847,0.0210411,0.0101119,192.72679,-19.195235,,,,,,290,45
213,0.988574,0.0053585,0.00606717,0.972548,0.0175251,0.00992735,192.61926,-19.259341,,,,,,290,45
214,0.989234,0.0047415,0.00602459,0.976024,0.0141846,0.00979153,192.5162,-19.322959,,,,,,290,45
215,0.989129,0.00482817,0.006043,0.979151,0.0111467,0.00970249,192.42069,-19.384256,,,,,,290,45
216,0.988176,0.00570197,0.0061224,0.981815,0.00852677,0.00965789,192.33585,-19.441153,,,,,,290,45
217,0.986342,0.00739519,0.00626273,0.983926,0.0064187,0.00965501,192.26453,-19.491521,,,,,,290,45
218,0.983651,0.00988483,0.00646412,0.985421,0.00488805,0.00969065,192.20923,-19.533328,,,,,,290,45
219,0.980182,0.0130923,0.00672568,0.986271,0.00396695,0.00976167,192.17196,-19.564744,,,,,,290,45
220,0.976064,0.0168889,0.00704728,0.986483,0.00365145,0.0098651,192.1539,-19.584464,,,,,,290,45
221,0.971446,0.0212403,0.00731353,0.986336,0.00390242,0.00976164,192.07844,-19.646021,,,,,,290,45
222,0.966516,0.0258682,0.00761588,0.985678,0.00467232,0.00965002,192.00894,-19.704593,,,,,,290,45
223,0.961496,0.0305506,0.00795336,0.984604,0.00586565,0.00953023,191.94439,-19.760339,,,,,,290,45
224,0.956617,0.0350584,0.00832506,0.983231,0.00736628,0.00940307,191.883,-19.814113,,,,,,290,45
225,0.9521,0.0391693,0.00873062,0.981684,0.00904614,0.00926942,191.82219,-19.867342,,,,,,290,45
226,0.94815,0.0426802,0.00916978,0.980095,0.0107743,0.00913053,191.75882,-19.921985,,,,,,290,45
227,0.944939,0.0454185,0.00964253,0.978586,0.0124255,0.00898808,191.68914,-19.980526,,,,,,290,45
228,0.9426,0.0472507,0.0101491,0.977269,0.013888,0.00884346,191.60912,-20.045736,,,,,,290,45
229,0.941221,0.0480886,0.0106901,0.976232,0.0150695,0.00869825,191.51458,-20.120663,,,,,,290,45
230,0.94084,0.0478933,0.0112665,0.975544,0.0159016,0.00855394,191.40127,-20.208562,,,,,,290,45
231,0.941943,0.0467127,0.0113442,0.975118,0.0163374,0.00854489,191.38199,-20.224604,,,,,,290,45
232,0.944048,0.0445927,0.0113594,0.975098,0.0163542,0.00854739,191.35793,-20.242139,,,,,,290,45
233,0.947048,0.0416421,0.0113103,0.975481,0.0159605,0.008558,191.32639,-20.263107,,,,,,290,45
234,0.950796,0.0380106,0.0111938,0.976238,0.0151899,0.00857252,191.28535,-20.289046,,,,,,290,45
235,0.955113,0.0338818,0.0110055,0.977316,0.0140973,0.0085863,191.23369,-20.321135,,,,,,290,45
236,0.959796,0.0294628,0.0107408,0.978652,0.0127544,0.00859397,191.17113,-20.359997,,,,,,290,45
237,0.964632,0.0249742,0.0103942,0.980167,0.0112441,0.00858938,191.09839,-20.405724,,,,,,290,45
238,0.969405,0.020635,0.00996038,0.98178,0.00965367,0.00856586,191.01709,-20.457771,,,,,,290,45
239,0.973916,0.0166494,0.00943412,0.983415,0.00806893,0.00851648,190.92973,-20.514921,,,,,,290,45
240,0.977997,0.0131923,0.00881098,0.984998,0.00656759,0.00843424,190.83951,-20.575416,,,,,,290,45
241,0.98096,0.0102854,0.00875463,0.986407,0.00529299,0.00829973,190.59129,-20.766939,,,,,,290,45
242,0.983138,0.00812096,0.00874066,0.987623,0.00422598,0.00815075,190.31829,-20.985924,,,,,,290,45
243,0.984504,0.00672438,0.00877181,0.988624,0.00338589,0.00799025,190.02474,-21.230811,,,,,,290,45
244,0.985089,0.00606075,0.00885054,0.989406,0.00277188,0.00782171,189.71466,-21.499926,,,,,,290,45
245,0.984981,0.00604002,0.00897946,0.989986,0.00236572,0.00764851,189.39161,-21.791663,,,,,,290,45
246,0.984311,0.00652771,0.00916113,0.990389,0.00213629,0.00747502,189.05834,-22.104803,,,,,,290,45
247,0.983242,0.00735947,0.00939837,0.99065,0.0020451,0.00730496,188.71662,-22.438931,,,,,,290,45
248,0.981947,0.00835839,0.00969436,0.990804,0.00205246,0.0071431,188.36706,-22.794814,,,,,,290,45
249,0.980595,0.00935247,0.010053,0.990883,0.00212353,0.0069936,188.00907,-23.174866,,,,,,290,45
250,0.979329,0.0101917,0.010479,0.990906,0.00223364,0.00686072,187.64083,-23.583422,,,,,,290,45
251,0.978497,0.0108958,0.0106072,0.990873,0.00233422,0.00679322,187.39128,-23.871492,,,,,,290,45
252,0.977993,0.0112709,0.0107363,0.990781,0.00246219,0.0067571,187.15053,-24.158611,,,,,,290,45
253,0.977843,0.0112874,0.0108698,0.990608,0.00263626,0.00675564,186.91498,-24.449124,,,,,,290,45
254,0.978023,0.0109659,0.0110109,0.990318,0.00288979,0.00679209,186.68084,-24.748284,,,,,,290,45
255,0.978461,0.0103761,0.0111627,0.989863,0.00326811,0.00686903,186.44434,-25.061957,,,,,,290,45
256,0.979041,0.00963137,0.0113276,0.989186,0.00382429,0.0069896,186.20209,-25.396257,,,,,,290,45
257,0.979612,0.00888053,0.0115077,0.98823,0.00461362,0.00715657,185.95127,-25.757493,,,,,,290,45
258,0.980001,0.0082955,0.0117035,0.986939,0.00568722,0.00737335,185.68996,-26.15136,,,,,,290,45
259,0.980028,0.00805657,0.0119153,0.985272,0.00708551,0.00764262,185.41722,-26.58331,,,,,,290,45
260,0.979523,0.00833573,0.0121415,0.9832,0.00883193,0.007968,185.1333,-27.057834,,,,,,290,45
261,0.978115,0.00940355,0.0124811,0.981026,0.0109112,0.00806236,184.77135,-27.701014,,,,,,290,45
262,0.975803,0.0113539,0.0128431,0.978552,0.0133135,0.0081349,184.39006,-28.434495,,,,,,290,45
263,0.972522,0.0142585,0.0132196,0.97583,0.0159903,0.00817989,183.99369,-29.26833,,,,,,290,45
264,0.968281,0.0181178,0.0136009,0.972942,0.0188671,0.00819108,183.58744,-30.211813,,,,,,290,45
265,0.963165,0.0228573,0.0139778,0.969991,0.0218472,0.00816163,183.177,-31.273913,,,,,,290,45
266,0.95733,0.0283299,0.0143403,0.967099,0.0248166,0.00808453,182.76823,-32.459504,,,,,,290,45
267,0.950994,0.0343259,0.0146806,0.964398,0.0276499,0.00795246,182.3665,-33.766247,,,,,,290,45
268,0.94442,0.0405882,0.0149918,0.962024,0.0302187,0.00775777,181.97661,-35.172699,,,,,,290,45
269,0.9379,0.0468311,0.0152693,0.960108,0.0323985,0.00749315,181.60211,-36.616204,,,,,,290,45
270,0.931727,0.052761,0.0155118,0.958771,0.0340777,0.00715116,181.24534,-37.958978,,,,,,290,45
271,0.926405,0.0579813,0.0156132,0.9578,0.0352344,0.00696567,180.93082,-38.943577,,,,,,290,45
272,0.921941,0.0623705,0.0156882,0.9575,0.0357364,0.00676394,180.63783,-39.461113,,,,,,290,45
273,0.91852,0.0657376,0.0157425,0.957908,0.0355441,0.00654802,180.36483,-39.474519,,,,,,290,45
274,0.916274,0.067946,0.0157804,0.959028,0.0346525,0.00631983,180.10908,-39.111159,,,,,,290,45
275,0.915274,0.0689205,0.0158054,0.960824,0.0330946,0.00608185,179.86706,-38.55379,,,,,,290,45
276,0.91553,0.0686513,0.015819,0.963222,0.0309416,0.0058369,179.63457,-37.934012,,,,,,290,45
277,0.916983,0.0671956,0.0158209,0.96611,0.028302,0.00558808,179.40703,-37.318426,,,,,,290,45
278,0.919514,0.0646762,0.0158094,0.969344,0.0253171,0.00533898,179.17965,-36.72142,,,,,,290,45
279,0.922943,0.0612766,0.0157802,0.972752,0.022155,0.00509318,178.94782,-36.134529,,,,,,290,45
280,0.927039,0.0572329,0.0157282,0.976143,0.0190017,0.00485492,178.70733,-35.536993,,,,,,290,45
281,0.931656,0.0526377,0.0157067,0.979365,0.0160164,0.00461886,178.49279,-35.028861,,,,,,290,45
282,0.936423,0.0479122,0.0156651,0.982194,0.0134172,0.00438842,178.26886,-34.493403,,,,,,290,45
283,0.941038,0.0433599,0.0156022,0.984461,0.0113718,0.00416668,178.03371,-33.916925,,,,,,290,45
284,0.945214,0.0392664,0.0155194,0.986027,0.0100158,0.00395701,177.78707,-33.299306,,,,,,290,45
285,0.948707,0.0358742,0.0154188,0.986796,0.0094415,0.00376296,177.53013,-32.650795,,,,,,290,45
286,0.951335,0.0333594,0.0153052,0.98672,0.0096916,0.00358825,177.26557,-31.99046,,,,,,290,45
287,0.953002,0.0318137,0.0151843,0.985806,0.0107573,0.00343662,176.99724,-31.338646,,,,,,290,45
288,0.953702,0.0312346,0.0150634,0.984107,0.0125817,0.00331125,176.72995,-30.714315,,,,,,290,45
289,0.953526,0.0315243,0.0149502,0.981716,0.0150689,0.00321508,176.46888,-30.13332,,,,,,290,45
290,0.952648,0.0324996,0.0148527,0.978753,0.0180965,0.00315009,176.21932,-29.606618,,,,,,290,45
291,0.950702,0.0340046,0.0152934,0.975291,0.0215269,0.00318191,175.93345,-29.026053,,,,,,290,45
292,0.948525,0.0356256,0.0158489,0.971502,0.0252458,0.00325228,175.6585,-28.502843,,,,,,290,45
293,0.946434,0.0370442,0.0165219,0.967481,0.029162,0.00335711,175.39647,-28.034245,,,,,,290,45
294,0.944724,0.0379608,0.0173148,0.96328,0.0332293,0.00349098,175.14763,-27.61442,,,,,,290,45
295,0.943648,0.0381222,0.0182303,0.958892,0.0374607,0.00364784,174.91029,-27.233892,,,,,,290,45
296,0.943383,0.0373462,0.0192708,0.954241,0.0419378,0.00382077,174.68073,-26.880899,,,,,,290,45
297,0.944021,0.0355403,0.0204388,0.949183,0.0468149,0.00400213,174.45316,-26.540494,,,,,,290,45
298,0.945546,0.032718,0.0217362,0.943499,0.0523166,0.00418412,174.21998,-26.19559,,,,,,290,45
299,0.947829,0.0290067,0.023164,0.936914,0.058727,0.00435949,173.97174,-25.827923,,,,,,290,45
300,0.950626,0.0246519,0.0247218,0.929107,0.0663711,0.00452151,173.69765,-25.420174,,,,,,290,45
301,0.954409,0.0201223,0.0254685,0.919892,0.0751109,0.00499737,173.49408,-25.091251,,,,,,290,45
302,0.958127,0.0157243,0.0261489,0.908905,0.0855555,0.00553913,173.26054,-24.70263,,,,,,290,45
303,0.961303,0.0119473,0.0267497,0.89593,0.0979269,0.00614303,172.98474,-24.246362,,,,,,290,45
304,0.963437,0.00930715,0.0272557,0.88085,0.112348,0.00680228,172.65525,-23.72445,,,,,,290,45
305,0.964053,0.00829744,0.02765,0.863684,0.128809,0.00750741,172.26276,-23.148702,,,,,,290,45
306,0.962751,0.00933306,0.0279158,0.844599,0.147154,0.00824679,171.80053,-22.537137,,,,,,290,45
307,0.959268,0.012695,0.0280372,0.823912,0.167081,0.00900714,171.26518,-21.910006,,,,,,290,45
308,0.953516,0.0184849,0.0279996,0.802067,0.188158,0.00977503,170.65697,-21.286121,,,,,,290,45
309,0.945609,0.0265993,0.0277914,0.779603,0.20986,0.0105376,169.97942,-20.680219,,,,,,290,45
310,0.935866,0.036729,0.0274047,0.757114,0.231603,0.0112831,169.23871,-20.102147,,,,,,290,45
311,0.923821,0.0487703,0.0274086,0.737575,0.251353,0.011072,168.58709,-19.674147,,,,,,290,45
312,0.910807,0.0618595,0.0273332,0.719751,0.269531,0.0107177,167.92499,-19.294061,,,,,,290,45
313,0.897535,0.0752763,0.0271885,0.704197,0.285566,0.0102376,167.26552,-18.960032,,,,,,290,45
314,0.884741,0.0882692,0.0269897,0.69141,0.298942,0.0096482,166.62137,-18.668431,,,,,,290,45
315,0.873134,0.10011,0.0267559,0.681834,0.309202,0.00896475,166.00431,-18.414675,,,,,,290,45
316,0.863359,0.110133,0.0265079,0.67586,0.315941,0.00819871,165.42499,-18.193902,,,,,,290,45
317,0.85597,0.117764,0.0262666,0.673843,0.318799,0.00735778,164.8933,-18.001698,,,,,,290,45
318,0.851413,0.122536,0.0260514,0.676102,0.317453,0.00644568,164.4182,-17.834267,,,,,,290,45
319,0.85002,0.124101,0.025878,0.682928,0.311611,0.00546095,164.00861,-17.689084,,,,,,290,45
320,0.852002,0.12224,0.025758,0.69458,0.301021,0.00439808,163.67371,-17.565129,,,,,,290,45